ProjectID,Project,Fuel,Market_Sector,Technology_Prime_Mover,Thermal_Energy_Use,Profile,City,State,CHP_TAP,SystemSize,YearInstalled,NAICS_Code,Status,Comment
557,Gateway School District Biomass CHP,Biomass | Other,Schools,Other | Steam Turbine,Space Heating,http://www.chptap.org/Data/projects/Tok_AK_Gateway-Project_Profile.pdf,Tok,AK,Northwest,120,2013,611110 Elementary and Secondary Schools,1,Updated 7-19-17 per Patti and the NW CHP TAP
558,Evonik Stockhausen,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat,http://www.chptap.org/Data/projects/evonik-Project_Profile.pdf,Garyville,LA,Southcentral,5000,2012,325180 Other Basic Inorganic Chemical Manufacturing,1,
559,US Army Fort Knox,Natural Gas,Military Facilities,Reciprocating Engine,Space Cooling | Steam | Water Heating,http://www.chptap.org/Data/projects/fort-knox-Project_Profile.pdf,Fort Knox,KY,Southeast,8200,2014,928110 National Security,1,
560,Savannah River National Laboratory,Biomass | Other,Laboratories,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/doe-savannah-river-Project_Profile.pdf,Aiken,SC,Southeast,20000,2012,"541712 Research and Development in the Physical, Engineering, and Life Sciences",1,
561,"Ingredion, Inc.",Biomass | Coal | Natural Gas,Manufacturing ,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/ingredion-Project_Profile.pdf,Winston-Salem,NC,Southeast,8400,1985,311221 Wet Corn Milling,1,
562,Owensboro Grain Company,Natural Gas,Manufacturing ,Reciprocating Engine,Water Heating,http://www.chptap.org/Data/projects/owensboro-grain-Project_Profile.pdf,Owensboro,KY,Southeast,9000,2014,311224 Soybean and Other Oilseed Processing,1,
563,Wellons Energy Solutions - Perdue AgriBusiness,Biomass,Manufacturing ,Steam Turbine,Process Heat,http://www.chptap.org/Data/projects/perdue-wellons-chp_project_profile1.pdf,Cofield,NC,Southeast,495,2011,311224 Soybean and Other Oilseed Processing,1,
564,Albert Lea Wastewater Treatment Facility,Biogas,Waste and Wastewater Treatment ,Microturbine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/Albert_Lea_WWT_Facility-Project_Profile.pdf,Albert Lea,MN,Midwest,120,2003,221320 Sewage Treatment Facilities,1,"New updated project profile, so added this previously removed profile"
565,Marine Corps Logistics Base Albany,Biogas | Natural Gas,Military Facilities,Reciprocating Engine,Process Heat,http://www.chptap.org/Data/projects/mclb_albany-Project_Profile.pdf,Albany,GA,Southeast,4000,2011,928110 National Security,1,
566,Eight Flags Energy,Natural Gas,Pulp and Paper  | Utilities,Combustion Turbine,Process Heat | Water Heating,http://www.chptap.org/Data/projects/eight-flags-Project_Profile.pdf,Fernandina Beach,FL,Southeast,20000,2016,322121 Paper Mills,1,Year installed is 2016
567,Saint Mary's Hospital,Natural Gas,Healthcare ,Combustion Turbine | Steam Turbine,Electricity | Process Heat | Space Cooling | Space Heating,http://www.chptap.org/Data/projects/Saint_Marys-Project_Profile.pdf,Rochester,MN,Midwest,7750,1996,622110 General Medical and Surgical Hospitals,1,
568,Caterpillar Aurora,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat | Space Heating,http://www.chptap.org/Data/projects/Caterpillar_Aurora-Project_Profile.pdf,Aurora,IL,Midwest,15000,2000,333120 Construction Machinery Manufacturing,1,
569,Northwest Regional Water Reclamation Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/NWRWRF-Project_Profile.pdf,Fox Lake,IL,Midwest,150,2012,221320 Sewage Treatment Facilities,1,
570,Sea Park Apartments,Natural Gas,Multi-family Housing,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/Sea-Park_CHP_PP.pdf,New York,NY,New York-New Jersey,300,2009,531110 Rental Housing,1,
571,Winnebago County Sheriff's Office,Biogas,Office Buildings and Skyscrapers,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/Winnebago_County_Sheriffs_Office-Project_Profile.pdf,Oshkosh,WI,Midwest,2500,2007,921110 Executive Offices (Public Administration),1,
572,Perdue Farms,Biogas,Manufacturing ,Reciprocating Engine,Water Heating,http://www.chptap.org/Data/projects/perdue_cromwell-Project_Profile1.pdf,Cromwell,KY,Southeast,999,2011,311615 Poultry Processing,1,
573,University of Central Florida,Natural Gas,Universities and Colleges,Reciprocating Engine,Space Cooling,http://www.chptap.org/Data/projects/ucf_orlando-Project_Profile.pdf,Orlando,FL,Southeast,5500,2012,"611310 Colleges, Universities and Professional Schools",1,
574,University of Illinois at Chicago West Campus,Natural Gas,District Energy | Universities and Colleges,Combustion Turbine,Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/UIC_West_Campus-Project_Profile.pdf,Chicago,IL,Midwest,21000,2001,"611310 Colleges, Universities and Professional Schools",1,"New profile, added March 2017"
575,Sievers Family Farms,Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/Sievers_Family_Farms-Project_Profile.pdf,Stockton,IA,Central,1000,2013,112112 Cattle Feedlots,1,New project profile
576,Solvay Specialty Polymers,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat,http://www.chptap.org/Data/projects/Solvay_Specialty_Plastics-Project_Profile.pdf,Marietta,OH,Midwest,8000,2015,326199 All Other Plastics Product Manufacturing,1,New project profile entry
577,Southwestern Energy - Data Center,Natural Gas,Data Centers | Utilities,Reciprocating Engine,Space Cooling,http://www.chptap.org/Data/projects/swn-project-profile_final1.pdf,Spring,TX,Southcentral,630,2014,211130 Natural Gas Extraction,1,New profile
578,Southside Wastewater Treatment Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/southside-wastewater-treatment-plant.pdf,Dallas,TX,Southcentral,4200,2008,221320 Sewage Treatment Facilities,1,New profile
579,Village Creek Water Reclamation Facility,Biogas | Natural Gas,Waste and Wastewater Treatment ,Combustion Turbine,Anaerobic Digester | Steam,http://www.chptap.org/Data/projects/village-creek-water-reclamation-facility.pdf,Fort Worth,TX,Southcentral,5200,2012,221320 Sewage Treatment Facilities,1,New profile entry
580,Cape Codder Resort & Spa,Natural Gas,Hotels,Reciprocating Engine,Dehumidifaction | Water Heating,http://www.chptap.org/Data/projects/Cape_Codder-Project_Profile.pdf,Cape Cod,MA,New England,335,2007,721110 Hotels and Motels,1,
581,"Comfort Inn & Suites, Logan International Airport",Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/Logan_Airport-Project_Profile.pdf,Revere,MA,New England,75,2012,721110 Hotels and Motels,1,
582,Dedham Health & Athletic Complex,Natural Gas,Amusement and Recreation,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/DHAC-Project_Profile.pdf,Dedham,MA,New England,150,2015,713940 Fitness and Recreational Sports Centers,1,
583,Duncaster Retirement Community,Natural Gas,Healthcare,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/Duncaster_Retirement_Community-Project_Profile.pdf,Bloomfield,CT,New England,150,2007,623311 Continuing Care Retirement Communities,1,
584,Durham Advanced Wastewater Treatment Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/Durham_WWTF-Project_Profile.pdf,Tigard,OR,Northwest,1700,2016,221320 Sewage Treatment Facilities,1,
585,"Farm  Power Northwest, Five Sites in WA and OR",Biogas,Agriculture,Reciprocating Engine,Anaerobic Digester | Space Heating,http://www.chptap.org/Data/projects/Farm_Power_Northwest-Project_Profile.pdf,Several locations,OR | WA,Northwest,4250,2009,112120 Dairy Cattle and Milk Production,1,
587,Gresham Wastewater Treatment Plant,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/Gresham_WWTF-Project_Profile.pdf,Gresham,OR,Northwest,790,2005,221320 Sewage Treatment Facilities,1,
588,Oregon Institute of Technology,Geothermal Energy | Waste Heat,Universities and Colleges,Organic Rankine Cycle | Renewables Integrated with CHP,Electricity,http://www.chptap.org/Data/projects/OIT_ORC-Project_Profile.pdf,Klamath Falls,OR,Northwest,2030,2010,"611310 Colleges, Universities and Professional Schools",1,
589,Stevenson Commons,Natural Gas,Multi-family Housing,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/Stevenson_Commons-Project_Profile.pdf,Bronx,NY,New York-New Jersey,525,2012,531110 Rental Housing,1,
590,The Hamilton Co-op Apartment Building,Natural Gas,Multi-family Housing,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/Hamilton_Coop-Project_Profile.pdf,New York,NY,New York-New Jersey,75,2010,813990 Cooperative Owners' Associations,1,
591,University of Minnesota,Fuel Oil | Natural Gas,Universities and Colleges,Combustion Turbine,Space Cooling | Space Heating | Steam,http://www.chptap.org/Data/projects/University_of_Minnesota-Project_Profile.pdf,Minneapolis,MN,Midwest,22800,2017,"611310 Colleges, Universities and Professional Schools",1,
592,University of Texas Medical Branch,Fuel Oil | Natural Gas,District Energy | Healthcare | Universities and Colleges,Combustion Turbine | Reciprocating Engine | Steam Turbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/UTMB-Project_Profile.pdf,Galveston,TX,Southcentral,15000,2016,"611310 Colleges, Universities and Professional Schools | 622110 General Medical and Surgical Hospitals",1,
593,Riverside Hotel,Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/RiversideHotel-Project_Profile.pdf,Boise,ID,Northwest,400,2017,721110 Hotels and Motels,1,
594,AmericInn Lodge & Suites,Natural Gas,Hotels,Reciprocating Engine,Space Heating | Water Heating,http://www.chptap.org/Data/projects/AmericInn-Project_Profile.pdf,Rexburg,ID,Northwest,38,2015,721110 Hotels and Motels,1,
595,Shaw Industries,Natural Gas,Manufacturing ,Combustion Turbine,Process Heat | Space Cooling | Water Heating,http://www.chptap.org/Data/projects/ShawIndustries-Project_Profile.pdf,Columbia,SC,Southeast,14100,2018,314110 Carpet and Rug Mills,1,
596,NASA Lyndon B. Johnson Space Center,Natural Gas,Office Buildings and Skyscrapers,Combustion Turbine | Steam Turbine,Space Cooling | Space Heating,http://www.chptap.org/Data/projects/NASA-Project_Profile.pdf,Houston,TX,Southcentral,11900,2017,"927110 Space Flight Operations, Government",1,
597,McAlpine Creek Wastewater Management Facility,Biogas,Waste and Wastewater Treatment ,Reciprocating Engine,Anaerobic Digester,http://www.chptap.org/Data/projects/McAlpineWWTP-Project_Profile.pdf,Pineville,NC,Southeast,1000,2017,221320 Sewage Treatment Facilities,1,
598,Capitol Power Plant,Fuel Oil | Natural Gas,District Energy | Office Buildings and Skyscrapers ,Combustion Turbine | Steam Turbine,Electricity | Space Cooling | Space Heating | Water Heating,http://www.chptap.org/Data/projects/CapitolPowerPlant-Project_Profile.pdf,Washington,DC,Mid-Atlantic,7500,2018,921110 Executive Offices (Public Administration),1,
599,Bowdoin College,Fuel Oil | Natural Gas,Universities and Colleges,Back Pressure Turbine,Space Heating,http://www.chptap.org/Data/projects/BowdoinCollege-Project_Profile.pdf,Brunswick,ME,New England,630,2012,"611310 Colleges, Universities and Professional Schools",1,
600,Maine Woods Pellet Co.,Biomass,Forest Products,Organic Rankine Cycle,Process Heat,http://www.chptap.org/Data/projects/MaineWoodsPellet-Project_Profile.pdf,Athens,ME,New England,8000,2016,321999 Other Miscellaneous Wood Product Manufacturing,1,
